# your_model_id	your_model_keyword1|your_model_keyword2	stable_diffusion	clip_a.safetensors|clip_b.safetensors	vae.safetensors	Lora1名称	Lora1强度	Lora2名称	Lora2强度	加速步数	基本步数	1.0	euler	normal	1.0			0.0	false			1024	1024
id	keywords	clip_type	clip_names	vae_name	lora_1_name	lora_1_strength	lora_2_name	lora_2_strength	steps	base_steps	cfg	sampler_name	scheduler	denoise	model_sampling	model_shift	cfg_norm_strength	supports_multi_image_edit	main_long_edge	vl_long_edge	width	height	model_name	model_category	model_patch_name	clip_vision_name
flux2_dev	flux2_dev	flux2	mistral_3_small_flux2_bf16.safetensors	full_encoder_small_decoder.safetensors	Flux_2-Turbo-LoRA_comfyui	1.0		0.0	8	20	1.0	euler	simple	0.75			0.0	false			1024	1024
flux1_krea_dev	flux1-krea-dev	flux	clip_l.safetensors|t5xxl_fp8_e4m3fn.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	normal	0.75			0.0	false			1024	1024	flux1-krea-dev	diffusion_models		
flux1_dev_kontext	flux1-dev-kontext	flux	clip_l.safetensors|t5xxl_fp8_e4m3fn_scaled.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	normal	0.75			0.0	false			1024	1024	flux1-dev-kontext	diffusion_models		
flux1_fill_dev	flux1-fill-dev	flux	clip_l.safetensors|t5xxl_fp16.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	normal	0.75			0.0	false			1024	1024	flux1-fill-dev	diffusion_models		
flux1_canny_dev	flux1-canny-dev	flux	clip_l.safetensors|t5xxl_fp16.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	normal	0.75			0.0	false			1024	1024	flux1-canny-dev	diffusion_models		
flux1_dev	flux1-dev	flux	clip_l.safetensors|t5xxl_fp16.safetensors	ae.safetensors	flux1-depth-dev-lora	1.0		0.0	20		1.0	euler	normal	0.75			0.0	false			1024	1024	flux1-dev	checkpoints		
flux1_schnell	flux1-schnell	flux	clip_l.safetensors|t5xxl_fp8_e4m3fn.safetensors	ae.safetensors		0.0		0.0	8		1.0	euler	normal	0.75			0.0	false			1024	1024	flux1-schnell	diffusion_models		
z_image_turbo	z_image_turbo	lumina2	qwen_3_4b.safetensors	ae.safetensors	zimage_gydboy	1.0		0.0	8		1.0	res_multistep	simple	1.0	aura	3.0	0.0	false			1024	1024
z_image	z_image	lumina2	qwen_3_4b.safetensors	ae.safetensors		0.0		0.0	25		4.0	res_multistep	simple	1.0	aura	3.0	0.0	false			1024	1024
zimage_turbo_nsfw	zimage_turbo_nsfw	lumina2	qwen_3_4b.safetensors	ae.safetensors		0.0		0.0	25		4.0	res_multistep	simple	1.0	aura	3.0	0.0	false			1024	1024
zimage_nsfw	zimage_nsfw	lumina2	qwen_3_4b.safetensors	ae.safetensors		0.0		0.0	25		4.0	res_multistep	simple	1.0	aura	3.0	0.0	false			1024	1024
newbie	newbie-image-exp0.1	newbie	gemma_3_4b_it_bf16.safetensors|jina_clip_v2_bf16.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			1024	1024
ovis	ovis_image	ovis	ovis_2.5.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			1024	1024
hidream_i1_full	hidream_i1_full	hidream	clip_l_hidream.safetensors|clip_g_hidream.safetensors|t5xxl_fp8_e4m3fn_scaled.safetensors|llama_3.1_8b_instruct_fp8_scaled.safetensors	ae.safetensors		0.0		0.0	50		5.0	uni_pc	simple	1.0	sd3	3.0	0.0	false			1024	1024
hidream_i1_dev	hidream_i1_dev	hidream	clip_l_hidream.safetensors|clip_g_hidream.safetensors|t5xxl_fp8_e4m3fn_scaled.safetensors|llama_3.1_8b_instruct_fp8_scaled.safetensors	ae.safetensors		0.0		0.0	28		1.0	lcm	normal	1.0	sd3	6.0	0.0	false			1024	1024
hidream_i1_fast	hidream_i1_fast	hidream	clip_l_hidream.safetensors|clip_g_hidream.safetensors|t5xxl_fp8_e4m3fn_scaled.safetensors|llama_3.1_8b_instruct_fp8_scaled.safetensors	ae.safetensors		0.0		0.0	16		1.0	lcm	normal	1.0	sd3	3.0	0.0	false			1024	1024
hidream_e1	hidream_e1	hidream	clip_l_hidream.safetensors|clip_g_hidream.safetensors|t5xxl_fp8_e4m3fn_scaled.safetensors|llama_3.1_8b_instruct_fp8_scaled.safetensors	ae.safetensors		0.0		0.0	28		1.0	lcm	normal	1.0	sd3	6.0	0.0	false			1024	1024
omnigen2	omnigen2	omnigen2	qwen_2.5_vl_fp16.safetensors	ae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			1024	1024
wan22_i2v_high_noise	wan2.2-i2v-high-noise|wan22_i2v_high_noise	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors	WAN\wan2.2_i2v_lightx2v_4steps_lora_v1_high_noise.safetensors	1.0		0.0	4	20	1.0	euler	simple	1.0			0.0	false			832	480
wan22_i2v_low_noise	wan2.2-i2v-low-noise|wan22_i2v_low_noise	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors	WAN\wan2.2_i2v_lightx2v_4steps_lora_v1_low_noise.safetensors	1.0		0.0	4	20	1.0	euler	simple	1.0			0.0	false			832	480
wan22_fun_camera	wan2.2-fun-camera|wan22_fun_camera	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_fun_control	wan2.2-fun-control|wan22_fun_control	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_fun_inpaint	wan2.2-fun-inpaint|wan22_fun_inpaint	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_t2v	wan2.2-t2v|wan22_t2v	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_s2v	wan2.2-s2v|wan22_s2v	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_ti2v	wan2.2-ti2v|wan22_ti2v	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_animate	wan2.2-animate|wan22_animate	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan22_remix	wan2.2-remix|wan22_remix|Wan2.2_Remix	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan21_t2v	wan2.1-t2v|wan21_t2v	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
wan21_i2v	wan2.1-i2v|wan21_i2v	wan	umt5_xxl_fp8_e4m3fn_scaled.safetensors	wan_2.1_vae.safetensors		0.0		0.0	20		1.0	euler	simple	1.0			0.0	false			832	480
ltx23_dev	ltx-2.3-22b-dev|ltx23_dev	ltx	gemma_3_12B_it_fp4_mixed.safetensors	ltx-2.3-22b-dev-fp8.safetensors	LTX\ltx-2.3-22b-distilled-lora-384-1.1.safetensors	0.5		1.0	25		1.0	euler_cfg_pp	simple	1.0			0.0	false			1280	720
ltx23	ltx-2.3-22b|ltx23	ltx	gemma_3_12B_it_fp4_mixed.safetensors	ltx-2.3-22b-dev-fp8.safetensors	LTX\ltx-2.3-22b-distilled-lora-384-1.1.safetensors	0.5		1.0	25		1.0	euler_cfg_pp	simple	1.0			0.0	false			1280	720
bytedance-uso	bytedance-uso|uso-flux1|uso-flux	flux			uso-flux1-dit-lora-v1.safetensors	1.0		0.0	20		1.0	euler	normal	1.0			0.0	false			1024	1024	flux1-dev-fp8.safetensors	checkpoints	uso-flux1-projector-v1.safetensors	sigclip_vision_patch14_384.safetensors
